title,score,categorias
marvel studios’ 2021 disney+ day special,3.6,others
obi-wan kenobi,3.5,"comedy,science fiction,action"
paperman,3.5,"comedy,drama,animation"
pixar 2021 disney+ day special,3.5,others
shang-chi and the legend of the ten rings,3.6,"comedy,drama,science fiction,action"
spin,3.6,"comedy,drama,music"
tangled ever after,3.5,"comedy,drama,animation"
the ballad of nessie,3.6,"comedy,drama,animation"
the little matchgirl,3.6,"drama,animation"
the making of happier than ever: a love letter to los angeles,3.5,music
the proud family: louder and prouder,3.6,"comedy,drama,animation"
the simpsons in plusaversary,3.5,"comedy,animation"
tick tock tale,3.4,"comedy,drama,animation"
under the helmet: the legacy of boba fett,3.6,"science fiction,action"
willow,3.5,"comedy,drama,science fiction,action"
alvin and the chipmunks: chipwrecked,3.5,"comedy,drama,music"
jingle all the way,3.5,"comedy,drama"
jingle all the way 2,3.6,"comedy,drama"
prep & landing: operation secret santa,3.5,"comedy,drama,animation"
santa buddies: the legend of santa paws,3.6,"comedy,drama,animation"
snow buddies,3.6,"comedy,science fiction,animation,action"
space buddies,3.6,"comedy,science fiction,animation,action"
the search for santa paws,3.5,"comedy,drama"
x-men: first class,3.6,"comedy,science fiction,action"
bob ballard: an explorer's life,3.6,documentaries
"mcfarland, usa",3.5,"drama,documentaries"
rookie of the year,3.5,"comedy,drama,documentaries"
thumbelina,3.6,"comedy,drama,animation"
lost cities with albert lin: the great flood,3.6,"thriller,documentaries"
megacity of the maya warriors,3.5,documentaries
just roll with it: you decide live!,3.5,comedy
mickey's tale of two witches,3.5,"comedy,drama,animation"
muppets haunted mansion,3.5,"comedy,drama,music"
the most magical story on earth: 50 years of walt disney world,3.6,"comedy,drama,music"
under wraps,3.5,"comedy,science fiction,animation,action"
black widow,3.6,"comedy,science fiction,action"
fauci,3.5,documentaries
alvin and the chipmunks,3.5,"comedy,drama,animation"
alvin and the chipmunks: the road chip,3.6,"comedy,drama,music"
lego star wars terrifying tales,3.5,"comedy,science fiction,animation,action"
maleficent,3.5,"comedy,drama,science fiction,action"
the scariest story ever: a mickey mouse halloween spooktacular,3.6,"comedy,drama,animation"
a spark story,3.5,documentaries
spooky buddies,3.5,"comedy,drama,animation"
the fault in our stars,3.6,"comedy,drama"
confessions of a shopaholic,3.6,"comedy,drama"
descendants: royal wedding,3.5,"drama,animation,music"
disney's broadway hits at london's royal albert hall,3.4,music
flooded tombs of the nile,3.5,documentaries
jade eyed leopard,3.4,documentaries
nona,3.5,"comedy,drama,animation"
smoky mountain park rangers,3.7,documentaries
far away from raven’s home,3.4,comedy
pirates of the caribbean: on stranger tides,3.6,"comedy,drama,science fiction,action"
twenty something,3.6,"comedy,drama,animation"
happier than ever: a love letter to los angeles,3.5,music
x-men: dark phoenix,3.4,"comedy,drama,science fiction,action"
cruella,3.5,drama
dan in real life,3.4,"comedy,drama"
disney princess remixed - an ultimate princess celebration,3.5,"comedy,drama,music"
marvel one-shot: all hail the king,3.5,"comedy,drama,thriller"
underdog,3.6,"comedy,drama,science fiction,action"
eragon,3.5,"comedy,drama,science fiction,action"
fantastic four,3.6,"comedy,drama,science fiction,action"
x-men,3.5,"comedy,drama,science fiction,action"
beverly hills chihuahua 2,3.5,"comedy,drama,science fiction,action"
beverly hills chihuahua 3: viva la fiesta!,3.6,"comedy,drama"
killer shark vs killer whale,3.6,documentaries
mrs. doubtfire,3.6,"comedy,drama"
built for mars: the perseverance rover,3.6,documentaries
garfield,3.5,"comedy,drama"
ice age: the meltdown,3.6,"comedy,drama,animation"
playing with sharks,3.6,documentaries
shark vs. surfer,3.6,documentaries
shark vs. whale,3.6,documentaries
stuntman,3.5,documentaries
walking with dinosaurs: the movie,3.5,"comedy,drama,science fiction,action"
what the shark?,3.5,documentaries
most wanted sharks,3.6,documentaries
secrets of the bull shark,3.6,documentaries
shark attack investigation: the paige winter story,3.5,documentaries
sharkcano,3.6,documentaries
we bought a zoo,3.6,"comedy,drama,documentaries"
world's biggest bullshark,3.5,documentaries
world's most dangerous shark?,3.5,documentaries
flicka,3.4,"comedy,drama,documentaries"
"miraculous world: shanghai, the legend of ladydragon",3.5,"drama,animation"
orca vs. great white,3.6,documentaries
rogue shark?,3.6,documentaries
shark beach with chris hemsworth,3.5,documentaries
shark gangs,3.5,documentaries
the croc that ate jaws,3.6,documentaries
"the good, the bart, and the loki",3.5,"comedy,drama,animation"
the sandlot,3.6,"comedy,drama"
the sandlot 2,3.6,"comedy,documentaries"
adventures in babysitting,3.6,"comedy,drama,science fiction,action"
wolfgang,3.5,documentaries
luca,3.5,"comedy,drama,animation"
strange magic,3.5,"comedy,drama,science fiction,animation,action"
the happiest millionaire,3.6,"comedy,drama,documentaries"
the pacifier,3.6,"comedy,science fiction,action"
raya and the last dragon,3.5,"comedy,drama,science fiction,animation,action"
red tails,3.6,"comedy,drama,science fiction,thriller,action"
us again,3.5,"comedy,drama,animation,music"
american eid,3.6,drama
dinner is served,3.5,"comedy,drama"
growing fangs,3.5,"comedy,drama"
let's be tigers,3.6,drama
the last of the chupacabras,3.6,drama
the little prince(ss),3.5,drama
tinker bell and the legend of the neverbeast,3.5,"comedy,drama,science fiction,animation,action"
x-men: the last stand,3.6,"comedy,drama,science fiction,action"
fantastic four: rise of the silver surfer,3.4,"comedy,drama,science fiction,action"
wild hearts can't be broken,3.6,"drama,documentaries"
"maggie simpson in ""the force awakens from its nap""",3.5,"comedy,animation"
star wars biomes,3.6,"science fiction,action"
22 vs. earth,3.5,"comedy,drama,animation"
disney my music story sukimaswitch,3.5,"documentaries,music"
oklahoma!,3.5,"comedy,drama,science fiction,action,music"
baby's day out,3.5,"comedy,drama,science fiction,action"
being the queen,3.6,documentaries
rio,3.5,"comedy,science fiction,animation,action"
the kid who would be king,3.5,"comedy,drama,science fiction,action"
treasure buddies,3.6,"comedy,science fiction,animation,action"
white fang 2: myth of the white wolf,3.6,"comedy,drama,science fiction,documentaries,action"
cesar millan: the real story,3.6,documentaries
man of the house,3.5,"comedy,drama"
mark twain and me,3.7,"comedy,drama,documentaries"
squanto: a warrior's tale,3.6,"comedy,drama,science fiction,documentaries,action"
caravan of courage: an ewok adventure,3.5,"comedy,drama,science fiction,action"
ewoks: the battle for endor,3.6,"comedy,drama,science fiction,action"
island at the top of the world,3.4,"comedy,drama,science fiction,action"
night at the museum,3.5,"comedy,drama,science fiction,action"
sharks of the bermuda triangle,3.6,documentaries
star wars vintage: story of the faithful wookiee,3.5,animation
the big year,3.5,"comedy,documentaries"
the last ice,3.6,documentaries
third man on the mountain,3.5,"comedy,drama,science fiction,action"
gnomeo & juliet,3.6,"comedy,drama,science fiction,animation,action"
disney my music story: perfume,3.6,"documentaries,music"
doc mcstuffins: the doc is in,3.6,"comedy,animation"
miss peregrine's home for peculiar children,3.5,"comedy,drama"
own the room,3.5,documentaries
garfield: a tail of two kitties,3.5,"comedy,drama,animation"
myth: a frozen tale,3.5,"comedy,drama,animation"
okavango: river of dreams,3.5,documentaries
shanghai disney resort grand opening gala,3.5,music
cheaper by the dozen,3.6,"comedy,drama"
cheaper by the dozen 2,3.6,"comedy,drama"
flora & ulysses,3.5,"comedy,drama"
the book of life,3.5,"comedy,science fiction,animation,action"
marvel's behind the mask,3.6,"thriller,documentaries"
rodgers & hammerstein's cinderella,3.5,"comedy,drama"
you again,3.5,comedy
disney my music story: yoshiki,3.5,"documentaries,music"
expedition everest,3.6,documentaries
upside-down magic,3.6,"comedy,drama"
texas storm squad,3.5,documentaries
wild uganda,3.6,documentaries
isle of dogs,3.6,"comedy,science fiction,animation,action"
mary poppins returns,3.5,"comedy,drama,music"
ferdinand,3.6,"comedy,science fiction,animation,action"
toy story: that time forgot,3.5,"comedy,science fiction,animation,action"
700 sharks,3.5,documentaries
big sharks rule,3.5,documentaries
dr. seuss' horton hears a who!,3.5,"comedy,drama,animation"
great shark chow down,3.5,documentaries
mega hammerhead,3.6,documentaries
burrow,3.5,"comedy,drama,animation"
max keeble's big move,3.5,"comedy,drama"
soul,3.6,"comedy,drama,animation"
arendelle castle yule log,3.5,"comedy,drama,animation"
buried truth of the maya,3.5,"thriller,documentaries"
dory's reef cam,3.6,"comedy,drama,animation"
into the woods,3.6,"comedy,drama,science fiction,action,music"
"miraculous world: new york, united heroez",3.5,"comedy,drama,science fiction,animation,action"
disney channel's epic holiday showdown,3.4,"drama,music"
disney holiday magic quest,3.6,others
gender revolution: a journey with katie couric,3.5,documentaries
high school musical: the musical: the holiday special,3.6,"comedy,drama,music"
ralph breaks the internet,3.6,"comedy,science fiction,animation,action"
safety,3.6,"drama,documentaries"
anastasia,3.5,"comedy,drama,animation"
godmothered,3.6,"comedy,drama"
man vs. shark,3.6,documentaries
mulan,3.6,"comedy,drama,science fiction,action"
sky high,3.5,"comedy,drama,science fiction,action"
the disney holiday singalong,3.5,"comedy,drama,music"
the nutcracker and the four realms,3.6,"comedy,drama,science fiction,action"
"alexander and the terrible, horrible, no good, very bad day",3.5,"comedy,drama"
black beauty,3.6,"comedy,drama,documentaries"
from our family to yours,3.5,"comedy,drama,animation"
folklore: the long pond studio sessions,3.4,"documentaries,music"
planes,3.6,"comedy,science fiction,animation,action"
planes: fire & rescue,3.6,"comedy,science fiction,animation,action"
the real right stuff,3.5,"thriller,documentaries"
lego star wars holiday special,3.6,"comedy,science fiction,animation,action"
home alone,3.6,"comedy,drama"
home alone 2: lost in new york,3.5,"comedy,drama"
home alone 3,3.5,"comedy,drama"
petra: secrets of the ancient builders,3.5,"thriller,documentaries"
ultimate viking sword,3.6,"thriller,documentaries"
disney's a christmas carol,3.5,"drama,animation"
mr. magoo,3.5,"comedy,drama,science fiction,action"
prep & landing,3.6,"comedy,drama,animation"
prep & landing: naughty vs. nice,3.6,"comedy,drama,animation"
disney channel halloween house party,3.6,"comedy,music"
the sorcerer's apprentice,3.5,"comedy,drama,science fiction,action"
once upon a snowman,3.5,"comedy,drama,animation"
pompeii: secrets of the dead,3.5,"thriller,documentaries"
toy story of terror!,3.5,"comedy,drama,animation"
beverly hills chihuahua,3.5,"comedy,drama,science fiction,action"
clouds,3.5,"drama,documentaries,music"
lost on everest,3.6,"drama,documentaries"
marvel's iron man & captain america: heroes united,3.6,"comedy,science fiction,animation,action"
oil spill of the century,3.6,"thriller,documentaries"
the chronicles of narnia: the voyage of the dawn treader,3.5,"comedy,drama,science fiction,action"
wild portugal,3.6,"comedy,drama,documentaries"
x2,3.5,"comedy,drama,science fiction,action"
mr. holland's opus,3.5,"drama,music"
disneynature oceans,3.5,"comedy,drama,documentaries"
hidden figures,3.6,"comedy,drama,documentaries"
secret society of second-born royals,3.4,"comedy,drama,science fiction,action"
the giant robber crab,3.6,documentaries
ever after: a cinderella story,3.6,"comedy,drama"
morning light,3.5,documentaries
notre dame: race against the inferno,3.5,documentaries
christopher robin,3.5,"comedy,drama"
d2: the mighty ducks,3.5,"comedy,drama"
d3: the mighty ducks,3.6,"comedy,drama"
trick or treat,3.5,"comedy,drama,animation"
alice through the looking glass,3.5,"comedy,drama,science fiction,action"
phineas and ferb the movie: candace against the universe,3.6,"comedy,science fiction,animation,action"
back to the titanic,3.4,"thriller,documentaries"
beauty and the beast,3.6,"comedy,drama,music"
mars: one day on the red planet,3.5,documentaries
the one and only ivan,3.5,"comedy,drama"
disney zombies 2,3.5,"comedy,drama,music"
india's wild leopards,3.5,documentaries
magic camp,3.5,"comedy,drama"
marvel studios' ant-man and the wasp,3.5,"comedy,science fiction,action"
the greatest showman,3.6,"comedy,drama,documentaries"
howard,3.4,"documentaries,music"
prince of persia: the sands of time,3.6,"comedy,drama,science fiction,action"
star wars: galaxy's edge-adventure awaits,3.5,"comedy,drama,documentaries"
the hidden kingdoms of china,3.5,"comedy,drama,documentaries"
the peanuts movie,3.5,"comedy,drama,animation"
big cat games,3.4,"comedy,drama,documentaries"
black is king,3.5,music
cradle of the gods,3.5,"thriller,documentaries"
hunt for the abominable snowman,3.5,documentaries
incredibles 2,3.5,"comedy,drama,science fiction,animation,action"
lost temple of the inca,3.6,documentaries
surviving the mount st. helens disaster,3.6,documentaries
pirates of the caribbean: dead men tell no tales,3.6,"comedy,drama,science fiction,action"
a pre-opening report from disneyland,3.6,"comedy,drama,thriller,documentaries"
diary of a wimpy kid: the long haul,3.5,"comedy,drama"
lost city of machu picchu,3.6,"comedy,drama,documentaries"
the mouseketeers at walt disney world,3.5,"comedy,drama"
x-men: apocalypse,3.6,"comedy,drama,science fiction,action"
hamilton: history has its eyes on you,3.5,"thriller,music"
solo: a star wars story,3.6,"comedy,drama,science fiction,action"
x-men: days of future past,3.5,"comedy,drama,science fiction,action"
the undefeated presents: hamilton in-depth,3.5,"thriller,music"
diary of a wimpy kid: rodrick rules,3.5,"comedy,drama"
hamilton,3.5,"thriller,documentaries,music"
ice age: collision course,3.6,"comedy,science fiction,animation,action"
race to witch mountain,3.6,"comedy,drama,science fiction,action"
the big green,3.6,"comedy,drama,documentaries"
the mighty ducks,3.5,"comedy,drama,documentaries"
while you were sleeping,3.5,"comedy,drama"
man in space,3.5,"comedy,drama,documentaries"
mars and beyond,3.6,"comedy,drama,animation,documentaries"
marvel studios' avengers: infinity war,3.5,"comedy,drama,science fiction,action"
tarzan,3.5,"comedy,drama,science fiction,animation,action"
tarzan ii,3.7,"comedy,drama,science fiction,animation,action"
big sur: wild california,3.6,"comedy,drama,documentaries"
egypt's treasure guardians,3.5,"thriller,documentaries"
the jungle book,3.5,"comedy,drama,science fiction,action"
the pirate fairy,3.5,"comedy,drama,science fiction,animation,action"
trail mix-up,3.5,"comedy,science fiction,animation,action"
tummy trouble,3.5,"comedy,science fiction,animation,action"
artemis fowl,3.5,"comedy,drama,science fiction,action"
the liberty story,3.6,"comedy,drama,thriller"
the story of the animated drawing,3.6,"comedy,drama,documentaries"
walt & el grupo,3.6,"thriller,documentaries"
america's greatest animals,3.5,"comedy,drama,documentaries"
chasing the equinox,3.6,documentaries
percy jackson & the olympians: the lightning thief,3.5,"comedy,drama,science fiction,action"
women of impact: changing the world,3.5,"thriller,documentaries"
"maggie simpson in ""the longest daycare""",3.5,"comedy,animation"
mickey and the seal,3.6,"comedy,drama,animation"
the moon-spinners,3.5,"comedy,drama,thriller"
fantastic mr. fox,3.5,"comedy,drama,animation"
